client_hash_id,decline_score,reason_codes
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.275,"moderate signals, no single driver"
client_9958f0a7ae1df715,0.275,already low impressions
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.275,already low impressions
client_b77d0d5f08f05e64,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,over-reliant on one query
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.275,unstable ranking position; relies on rare/long-tail queries
client_e5c2aa26a8598242,0.275,already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_fef1a8f436438636,0.275,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.275,already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.275,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,relies on rare/long-tail queries
client_e5c2aa26a8598242,0.275,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.275,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.275,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.275,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.275,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.275,over-reliant on one query
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.275,over-reliant on one query
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.275,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_fef1a8f436438636,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_fef1a8f436438636,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_3197e6291363b4db,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_fef1a8f436438636,0.275,over-reliant on one query
client_fef1a8f436438636,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,over-reliant on one query
client_73cda7b4e4f265ea,0.275,relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.275,already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,over-reliant on one query
client_62f4a7e64f5e0096,0.275,over-reliant on one query
client_62f4a7e64f5e0096,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.275,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.275,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.275,"moderate signals, no single driver"
client_b77d0d5f08f05e64,0.275,"moderate signals, no single driver"
client_b77d0d5f08f05e64,0.275,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_3197e6291363b4db,0.27,relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_8ddc46da5414ffd8,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,relies on rare/long-tail queries
client_3197e6291363b4db,0.27,relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,already low impressions; over-reliant on one query
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,already low impressions; over-reliant on one query
client_8ddc46da5414ffd8,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_fef1a8f436438636,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,unstable ranking position
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries; over-reliant on one query
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_9958f0a7ae1df715,0.27,relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries; already low impressions
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,already low impressions
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,already low impressions
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,already low impressions; over-reliant on one query
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,already low impressions
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,already low impressions
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,already low impressions; over-reliant on one query
client_8ddc46da5414ffd8,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,already low impressions
client_62f4a7e64f5e0096,0.27,already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_e5c2aa26a8598242,0.27,relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,already low impressions
client_62f4a7e64f5e0096,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,over-reliant on one query
client_8ddc46da5414ffd8,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,over-reliant on one query
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,over-reliant on one query
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.27,over-reliant on one query
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_b77d0d5f08f05e64,0.27,already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,already low impressions
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.27,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_8ddc46da5414ffd8,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_fef1a8f436438636,0.27,over-reliant on one query
client_62f4a7e64f5e0096,0.27,over-reliant on one query
client_62f4a7e64f5e0096,0.27,over-reliant on one query
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.27,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.27,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.27,relies on rare/long-tail queries
client_e5c2aa26a8598242,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.265,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.265,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_3197e6291363b4db,0.265,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,over-reliant on one query
client_3197e6291363b4db,0.265,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.265,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.265,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,already low impressions
client_e5c2aa26a8598242,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.265,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.265,relies on rare/long-tail queries; over-reliant on one query
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.265,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.265,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.265,already low impressions
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.265,over-reliant on one query
client_fef1a8f436438636,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,over-reliant on one query
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,over-reliant on one query
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.265,"moderate signals, no single driver"
